dashboard_name,section_name,region_id,region_name,territory_id,territory_name,kpi_name,kpi_value,period_type
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_PATIENTS_11_16,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,Severe_Avlayah,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,ELAPRASE_5_10,4,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,ELAPRASE_11_16,6,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,TOTAL_VIALS,26,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,Avlayah_Claims,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,Avlayah_HUB,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,CRM_PATIENTS,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,AVLAYAH_Medicaid_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,AVLAYAH_Unknown_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_PATIENTS_LT_5,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_Medicare_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_Commercial_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_PATIENTS_5_10,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_PATIENTS_17_PLUS,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,ELAPRASE_LT_5,2,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,ELAPRASE_17_PLUS,13,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,HCO_ORDERED,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,SP_VIALS,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,HCO_VIALS,1,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,Avlayah_SP,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,Avlayah_CRM,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_PATIENTS_11_16,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,Severe_Avlayah,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,ELAPRASE_5_10,7,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,ELAPRASE_11_16,4,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,TOTAL_VIALS,26,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,Avlayah_Claims,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,Avlayah_HUB,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,CRM_PATIENTS,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,AVLAYAH_Medicaid_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,AVLAYAH_Unknown_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_PATIENTS_LT_5,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_Medicare_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_Commercial_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_PATIENTS_5_10,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_PATIENTS_17_PLUS,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,ELAPRASE_LT_5,3,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,ELAPRASE_17_PLUS,6,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,HCO_ORDERED,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,SP_VIALS,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,HCO_VIALS,1,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,Avlayah_SP,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,Avlayah_CRM,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_PATIENTS_11_16,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,Severe_Avlayah,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,ELAPRASE_5_10,4,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,ELAPRASE_11_16,4,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,TOTAL_VIALS,26,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,Avlayah_Claims,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,Avlayah_HUB,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,CRM_PATIENTS,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,AVLAYAH_Medicaid_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_Unknown_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_PATIENTS_LT_5,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_Medicare_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_Commercial_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_PATIENTS_5_10,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,Attenuated_Avlayah,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,ELAPRASE_LT_5,1,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,ELAPRASE_17_PLUS,8,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,HCO_ORDERED,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,SP_VIALS,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,HCO_VIALS,1,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,Avlayah_SP,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,Avlayah_CRM,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_PATIENTS_11_16,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,Severe_Avlayah,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,ELAPRASE_5_10,3,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,HCP_PRESCRIBED,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,TOTAL_VIALS,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,Avlayah_Claims,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,Avlayah_HUB,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,CRM_PATIENTS,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,AVLAYAH_Medicaid_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_Unknown_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_PATIENTS_LT_5,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_Medicare_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_Commercial_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_PATIENTS_5_10,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,Attenuated_Avlayah,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,ELAPRASE_LT_5,1,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,ELAPRASE_17_PLUS,8,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,HCO_ORDERED,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,SP_VIALS,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,HCO_VIALS,1,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,Avlayah_SP,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,Avlayah_CRM,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_PATIENTS_11_16,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,Severe_Avlayah,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,ELAPRASE_5_10,1,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,HCP_PRESCRIBED,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,TOTAL_VIALS,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,Avlayah_Claims,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,Avlayah_HUB,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,CRM_PATIENTS,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,AVLAYAH_Medicaid_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_Unknown_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_PATIENTS_LT_5,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_Medicare_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_Commercial_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_PATIENTS_5_10,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,Attenuated_Avlayah,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,ELAPRASE_LT_5,1,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,ELAPRASE_17_PLUS,16,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,HCO_ORDERED,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,SP_VIALS,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,HCO_VIALS,1,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,Avlayah_SP,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,Avlayah_CRM,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_PATIENTS_11_16,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,Severe_Avlayah,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,ELAPRASE_5_10,5,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,HCP_PRESCRIBED,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,TOTAL_VIALS,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,Avlayah_Claims,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,Avlayah_HUB,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,CRM_PATIENTS,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,AVLAYAH_Medicaid_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_Unknown_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_PATIENTS_LT_5,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_Medicare_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_Commercial_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_PATIENTS_5_10,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,Attenuated_Avlayah,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,ELAPRASE_LT_5,1,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,ELAPRASE_17_PLUS,8,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,HCO_ORDERED,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,SP_VIALS,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,HCO_VIALS,1,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,Avlayah_SP,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,Avlayah_CRM,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_PATIENTS_11_16,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,Severe_Avlayah,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,ELAPRASE_5_10,3,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,HCP_PRESCRIBED,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,TOTAL_VIALS,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,Avlayah_Claims,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,Avlayah_HUB,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,CRM_PATIENTS,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_Medicaid_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_Unknown_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_PATIENTS_LT_5,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_Medicare_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_Commercial_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,AVLAYAH_PATIENTS_17_PLUS,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,Attenuated_Avlayah,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,ELAPRASE_LT_5,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,ELAPRASE_17_PLUS,3,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,HCO_ORDERED,1,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,SP_VIALS,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,HCO_VIALS,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,Avlayah_SP,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,Avlayah_CRM,2,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_PATIENTS_11_16,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,Severe_Avlayah,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,ELAPRASE_11_16,10,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,HCP_PRESCRIBED,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,TOTAL_VIALS,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,Avlayah_Claims,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,Avlayah_HUB,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,CRM_PATIENTS,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_Medicaid_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_Unknown_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_PATIENTS_LT_5,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_Medicare_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_Commercial_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,AVLAYAH_PATIENTS_17_PLUS,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,Attenuated_Avlayah,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,ELAPRASE_LT_5,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,ELAPRASE_17_PLUS,2,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,HCO_ORDERED,1,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,SP_VIALS,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,HCO_VIALS,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,Avlayah_SP,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,Avlayah_CRM,2,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_PATIENTS_11_16,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,Severe_Avlayah,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,ELAPRASE_11_16,15,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,HCP_PRESCRIBED,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,TOTAL_VIALS,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,Avlayah_Claims,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,Avlayah_HUB,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,CRM_PATIENTS,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_Medicaid_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_Unknown_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_PATIENTS_LT_5,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_Medicare_Patients,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_Commercial_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,AVLAYAH_PATIENTS_17_PLUS,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,Attenuated_Avlayah,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,ELAPRASE_LT_5,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,ELAPRASE_17_PLUS,10,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,HCO_ORDERED,1,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,SP_VIALS,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,HCO_VIALS,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,Avlayah_SP,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,Avlayah_CRM,2,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_PATIENTS_11_16,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,Severe_Avlayah,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,ELAPRASE_11_16,11,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,HCP_PRESCRIBED,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,TOTAL_VIALS,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,Avlayah_Claims,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,Avlayah_HUB,0,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,CRM_PATIENTS,0,MTD
ACCOUNT_LEADS,OVERVIEW,201,East,2005,Great Lakes-Detroit,AVLAYAH_Medicaid_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2001,New England,AVLAYAH_Unknown_Patients,0,QTD
ACCOUNT_LEADS,OVERVIEW,202,West,2010,Southern Cal,AVLAYAH_PATIENTS_LT_5,0,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2004,Southeast-ATL,AVLAYAH_Medicare_Patients,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2009,Southwest,AVLAYAH_Commercial_Patients,0,LTD
ACCOUNT_LEADS,OVERVIEW,202,West,2006,Midwest,AVLAYAH_PATIENTS_17_PLUS,0,YTD
ACCOUNT_LEADS,OVERVIEW,202,West,2012,Pac Northwest,Attenuated_Avlayah,0,MTD
ACCOUNT_LEADS,OVERVIEW,202,West,2011,Southcentral,ELAPRASE_LT_5,3,LTD
ACCOUNT_LEADS,OVERVIEW,201,East,2013,NY Metro,ELAPRASE_17_PLUS,3,QTD
ACCOUNT_LEADS,OVERVIEW,201,East,2003,MidAtlantic CTL,HCO_ORDERED,1,YTD
ACCOUNT_LEADS,OVERVIEW,201,East,2002,Northeast-PA,SP_VIALS,0,MTD
